"","Source","Study","ControlSite","ControlID","Group","SpeciesCode","SpeciesName","Continent","Country","Longitude","Latitude","LocationUncertainty","StudyYear","YearsInStudy","InfraN","ControlN","InfraD","ControlD","InfraAbundance_original","ControlAbundance_original","AbundanceUnit","InfraSD_original","ControlSD_original","SDEstimate","InfraA","ControlA","InfraSD","ControlSD","MaxDist","Dist","MinDist","MaxCDist","CDist","MinCDist","Habitat","InfraType","StudyQualityA","StudyQualityB","Note","ID","InfraSD_imputed","ControlSD_imputed","logRR_uncorrected","logRR","VAR_uncorrected","VAR","logD","logD2","InfraTypeOriginal","HabitatOriginal","Order","Genus","Family","Diet","BM","logBM"
"59","Barrows et al. 2006","1b","1b","1br2","Reptiles","r2","Crotalus cerastes","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.04,0.04,"individuals/survey",0.0911,0.0679,"From SE",0.04,0.04,0.0911,0.0679,NA,50,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S59",0.0911,0.0679,0,1.63888888887742e-05,1.15263527777778,1.48477729894084,1.69897000433602,2.88649907563353,"Paved road","Desert","Squamata","Crotalus","Viperidae",NA,316.228,2.50000032134294
"60","Barrows et al. 2006","1b","1b","1br2","Reptiles","r2","Crotalus cerastes","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0,0.04,"individuals/survey",0,0.0679,"From SE",0.0093,0.04,0.0278,0.0679,NA,100,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S60",0.0278,0.0679,-1.45886505395473,-1.25059348499524,1.56914563791896,2.22807719260583,2,4,"Paved road","Desert","Squamata","Crotalus","Viperidae",NA,316.228,2.50000032134294
"61","Barrows et al. 2006","1b","1b","1br2","Reptiles","r2","Crotalus cerastes","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.04,0.04,"individuals/survey",0.0899,0.0679,"From SE",0.04,0.04,0.0899,0.0679,NA,150,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S61",0.0899,0.0679,0,-0.00752527777777789,1.13755194444444,1.46111468082741,2.17609125905568,4.73537316773854,"Paved road","Desert","Squamata","Crotalus","Viperidae",NA,316.228,2.50000032134294
"62","Barrows et al. 2006","1b","1b","1br2","Reptiles","r2","Crotalus cerastes","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0,0.04,"individuals/survey",0,0.0679,"From SE",0.0093,0.04,0.0278,0.0679,NA,200,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S62",0.0278,0.0679,-1.45886505395473,-1.25059348499524,1.56914563791896,2.22807719260583,2.30102999566398,5.29473904094538,"Paved road","Desert","Squamata","Crotalus","Viperidae",NA,316.228,2.50000032134294
"63","Barrows et al. 2006","1b","1b","1br2","Reptiles","r2","Crotalus cerastes","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.02,0.04,"individuals/survey",0.063,0.0679,"From SE",0.02,0.04,0.063,0.0679,NA,250,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S63",0.063,0.0679,-0.693147180559945,-0.430047805559945,1.67880125,2.45261594037578,2.39794000867204,5.75011628519005,"Paved road","Desert","Squamata","Crotalus","Viperidae",NA,316.228,2.50000032134294
"65","Barrows et al. 2006","1a","1a","1ar3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.62,0.64,"individuals/survey",0.3205,0.2319,"From SE",0.62,0.64,0.3205,0.2319,10,1,0,NA,600,NA,"Open","Paved road",1,1,"2003","S65",0.3205,0.2319,-0.0317486983145803,-0.030032314604047,0.0559499646866916,0.0567355102968439,0,0,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"66","Barrows et al. 2006","1a","1a","1ar3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.7,0.64,"individuals/survey",0.3158,0.2319,"From SE",0.7,0.64,0.3158,0.2319,NA,25,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S66",0.3158,0.2319,0.0896121586896871,0.087790074792782,0.0488730294718148,0.0494734927139804,1.39794000867204,1.95423626784598,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"67","Barrows et al. 2006","1a","1a","1ar3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.72,0.64,"individuals/survey",0.2781,0.2319,"From SE",0.72,0.64,0.2781,0.2319,NA,50,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S67",0.2781,0.2319,0.117783035656383,0.112942017589977,0.0428351611328125,0.0433173093460503,1.69897000433602,2.88649907563353,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"68","Barrows et al. 2006","1a","1a","1ar3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.72,0.64,"individuals/survey",0.2781,0.2319,"From SE",0.72,0.64,0.2781,0.2319,NA,100,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S68",0.2781,0.2319,0.117783035656383,0.112942017589977,0.0428351611328125,0.0433173093460503,2,4,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"69","Barrows et al. 2006","1a","1a","1ar3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.84,0.64,"individuals/survey",0.3064,0.2319,"From SE",0.84,0.64,0.3064,0.2319,NA,150,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S69",0.3064,0.2319,0.271933715483642,0.266196152120876,0.0410420705400939,0.0414961030619902,2.17609125905568,4.73537316773854,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"70","Barrows et al. 2006","1a","1a","1ar3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.96,0.64,"individuals/survey",0.33,0.2319,"From SE",0.96,0.64,0.33,0.2319,NA,200,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S70",0.33,0.2319,0.405465108108164,0.398900478930647,0.0393879389105903,0.0398188856997347,2.30102999566398,5.29473904094538,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"71","Barrows et al. 2006","1a","1a","1ar3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,1.17,0.64,"individuals/survey",0.3347,0.2319,"From SE",1.17,0.64,0.3347,0.2319,NA,250,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S71",0.3347,0.2319,0.603290851438084,0.594707947443144,0.0353513892757456,0.0357374856976633,2.39794000867204,5.75011628519005,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"73","Barrows et al. 2006","1b","1b","1br3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.3,0.3,"individuals/survey",0.2451,0.2038,"From SE",0.3,0.3,0.2451,0.2038,10,1,0,NA,600,NA,"Open","Paved road",1,1,"2004","S73",0.2451,0.2038,0,-0.00906665555555557,0.1664642,0.173473986713373,0,0,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"74","Barrows et al. 2006","1b","1b","1br3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.55,0.3,"individuals/survey",0.3818,0.2038,"From SE",0.55,0.3,0.3818,0.2038,NA,25,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S74",0.3818,0.2038,0.606135803570316,0.586758003386661,0.145841910743802,0.15153487561611,1.39794000867204,1.95423626784598,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"75","Barrows et al. 2006","1b","1b","1br3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.45,0.3,"individuals/survey",0.3441,0.2038,"From SE",0.45,0.3,0.3441,0.2038,NA,50,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S75",0.3441,0.2038,0.405465108108164,0.391799903169893,0.157267101234568,0.163637074343254,1.69897000433602,2.88649907563353,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"76","Barrows et al. 2006","1b","1b","1br3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.45,0.3,"individuals/survey",0.3818,0.2038,"From SE",0.45,0.3,0.3818,0.2038,NA,100,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S76",0.3818,0.2038,0.405465108108164,0.399307840069756,0.172282975034294,0.179741242855657,2,4,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"77","Barrows et al. 2006","1b","1b","1br3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.39,0.3,"individuals/survey",0.2922,0.2038,"From SE",0.39,0.3,0.2922,0.2038,NA,150,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S77",0.2922,0.2038,0.262364264467491,0.247400816998721,0.15467061617357,0.160875270810599,2.17609125905568,4.73537316773854,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"78","Barrows et al. 2006","1b","1b","1br3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.3,0.3,"individuals/survey",0.2404,0.2038,"From SE",0.3,0.3,0.2404,0.2038,NA,200,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S78",0.2404,0.2038,0,-0.0104752049382716,0.163647101234568,0.170451924588686,2.30102999566398,5.29473904094538,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"79","Barrows et al. 2006","1b","1b","1br3","Reptiles","r3","Chionactis occipitalis","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.32,0.3,"individuals/survey",0.2593,0.2038,"From SE",0.32,0.3,0.2593,0.2038,NA,250,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S79",0.2593,0.2038,0.0645385211375712,0.0548672737851406,0.16525501640625,0.172175854543459,2.39794000867204,5.75011628519005,"Paved road","Desert","Squamata","Chionactis","Colubridae",NA,13.804,1.14000495061945
"81","Barrows et al. 2006","1c","1c","1cr4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2002",1,9,5,6,30,0,1.8,"individuals/survey",0,0.3969,"From SE",0.0093,1.8,0.0278,0.3969,10,1,0,NA,600,NA,"Open","Paved road",1,1,"2002","S81",0.0278,0.3969,-5.26552754372505,-4.77396737476556,1.00256843791896,1.49548570580425,0,0,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"82","Barrows et al. 2006","1c","1c","1cr4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2002",1,9,5,6,30,0.04,1.8,"individuals/survey",0.1151,0.3969,"From SE",0.04,1.8,0.1151,0.3969,NA,25,NA,NA,600,NA,"Open","Paved road",1,1,"2002","S82",0.1151,0.3969,-3.80666248977032,-3.3515241675481,0.929724744444444,1.35297266190778,1.39794000867204,1.95423626784598,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"83","Barrows et al. 2006","1c","1c","1cr4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2002",1,9,5,6,30,0.11,1.8,"individuals/survey",0.1367,0.3969,"From SE",0.11,1.8,0.1367,0.3969,NA,50,NA,NA,600,NA,"Open","Paved road",1,1,"2002","S83",0.1367,0.3969,-2.79506157809184,-2.71412521007072,0.181320836042241,0.196090843106455,1.69897000433602,2.88649907563353,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"84","Barrows et al. 2006","1c","1c","1cr4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2002",1,9,5,6,30,0.53,1.8,"individuals/survey",0.3454,0.3969,"From SE",0.53,1.8,0.3454,0.3969,NA,100,NA,NA,600,NA,"Open","Paved road",1,1,"2002","S84",0.3454,0.3969,-1.22266493733809,-1.20393193840707,0.0569140978620308,0.0580748267448424,2,4,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"85","Barrows et al. 2006","1c","1c","1cr4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2002",1,9,5,6,30,1.21,1.8,"individuals/survey",0.4174,0.3969,"From SE",1.21,1.8,0.4174,0.3969,NA,150,NA,NA,600,NA,"Open","Paved road",1,1,"2002","S85",0.4174,0.3969,-0.397166305293469,-0.395417414220645,0.0229458821456488,0.0230805691424939,2.17609125905568,4.73537316773854,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"86","Barrows et al. 2006","1c","1c","1cr4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2002",1,9,5,6,30,1.48,1.8,"individuals/survey",0.5469,0.3969,"From SE",1.48,1.8,0.5469,0.3969,NA,200,NA,NA,600,NA,"Open","Paved road",1,1,"2002","S86",0.5469,0.3969,-0.195744577126095,-0.193020478587016,0.0248962970781592,0.0250586741930608,2.30102999566398,5.29473904094538,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"87","Barrows et al. 2006","1c","1c","1cr4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2002",1,9,5,6,30,1.48,1.8,"individuals/survey",0.5037,0.3969,"From SE",1.48,1.8,0.5037,0.3969,NA,250,NA,NA,600,NA,"Open","Paved road",1,1,"2002","S87",0.5037,0.3969,-0.195744577126095,-0.19417161080031,0.0225940326515705,0.0227241294524976,2.39794000867204,5.75011628519005,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"89","Barrows et al. 2006","1a","1a","1ar4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.0185,1.14,"individuals/survey",0.0596,0.3486,"From SE",0.0185,1.14,0.0596,0.3486,10,1,0,NA,600,NA,"Open","Paved road",1,1,"2003","S89",0.0596,0.3486,-4.12101280930426,-3.55376098103143,1.17190653743209,1.83702240722999,0,0,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"90","Barrows et al. 2006","1a","1a","1ar4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.21,1.14,"individuals/survey",0.1727,0.3486,"From SE",0.21,1.14,0.1727,0.3486,NA,25,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S90",0.1727,0.3486,-1.69167601067107,-1.6634539291794,0.0938470438697691,0.0968453466642652,1.39794000867204,1.95423626784598,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"91","Barrows et al. 2006","1a","1a","1ar4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.31,1.14,"individuals/survey",0.2375,0.3486,"From SE",0.31,1.14,0.2375,0.3486,NA,50,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S91",0.2375,0.3486,-1.30221124390935,-1.27895342557158,0.0839185175619553,0.0862200230732368,1.69897000433602,2.88649907563353,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"92","Barrows et al. 2006","1a","1a","1ar4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.83,1.14,"individuals/survey",0.4102,0.3486,"From SE",0.83,1.14,0.4102,0.3486,NA,100,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S92",0.4102,0.3486,-0.317357840597897,-0.31313909903663,0.0458403640089622,0.0463834965324416,2,4,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"93","Barrows et al. 2006","1a","1a","1ar4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.81,1.14,"individuals/survey",0.4102,0.3486,"From SE",0.81,1.14,0.4102,0.3486,NA,150,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S93",0.4102,0.3486,-0.341749293722057,-0.336852182481657,0.0471971033672256,0.0477779767072905,2.17609125905568,4.73537316773854,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"94","Barrows et al. 2006","1a","1a","1ar4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.61,1.14,"individuals/survey",0.367,0.3486,"From SE",0.61,1.14,0.367,0.3486,NA,200,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S94",0.367,0.3486,-0.625324584221184,-0.614565865522548,0.0589203182836982,0.0599039692883977,2.30102999566398,5.29473904094538,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"95","Barrows et al. 2006","1a","1a","1ar4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2003",1,9,5,6,30,0.91,1.14,"individuals/survey",0.5397,0.3486,"From SE",0.91,1.14,0.5397,0.3486,NA,250,NA,NA,600,NA,"Open","Paved road",1,1,"2003","S95",0.5397,0.3486,-0.225338941877645,-0.215148537838897,0.0577836889639233,0.0587222719759661,2.39794000867204,5.75011628519005,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"97","Barrows et al. 2006","1b","1b","1br4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.02,0.39,"individuals/survey",0.0792,0.1448,"From SE",0.02,0.39,0.0792,0.1448,10,1,0,NA,600,NA,"Open","Paved road",1,1,"2004","S97",0.0792,0.1448,-2.9704144655697,-2.11299950173012,1.76997007232084,3.28832900676473,0,0,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"98","Barrows et al. 2006","1b","1b","1br4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0,0.39,"individuals/survey",0,0.1448,"From SE",0.0093,0.39,0.0278,0.1448,NA,25,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S98",0.0278,0.1448,-3.73613233896448,-3.25349518116542,1.0204144602398,1.51366450399478,1.39794000867204,1.95423626784598,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"99","Barrows et al. 2006","1b","1b","1br4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.06,0.39,"individuals/survey",0.0864,0.1448,"From SE",0.06,0.39,0.0864,0.1448,NA,50,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S99",0.0864,0.1448,-1.87180217690159,-1.77038721306201,0.257970072320842,0.28489220676473,1.69897000433602,2.88649907563353,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"100","Barrows et al. 2006","1b","1b","1br4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.31,0.39,"individuals/survey",0.2375,0.1448,"From SE",0.31,0.39,0.2375,0.1448,NA,100,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S100",0.2375,0.1448,-0.2295744416445,-0.21075093924555,0.0927871494395836,0.0952938374574278,2,4,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"101","Barrows et al. 2006","1b","1b","1br4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.36,0.39,"individuals/survey",0.3382,0.1448,"From SE",0.36,0.39,0.3382,0.1448,NA,150,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S101",0.3382,0.1448,-0.0800427076735365,-0.04479686248965,0.125631835009456,0.130819944104143,2.17609125905568,4.73537316773854,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"102","Barrows et al. 2006","1b","1b","1br4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.58,0.39,"individuals/survey",0.3958,0.1448,"From SE",0.58,0.39,0.3958,0.1448,NA,200,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S102",0.3958,0.1448,0.396881364416773,0.408967916312898,0.0793132484339344,0.0810319810149579,2.30102999566398,5.29473904094538,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"103","Barrows et al. 2006","1b","1b","1br4","Reptiles","r4","Phrynosoma mcallii","North-America","USA",-116.33,33.78,5000,"2004",1,9,5,6,30,0.44,0.39,"individuals/survey",0.3094,0.1448,"From SE",0.44,0.39,0.3094,0.1448,NA,250,NA,NA,600,NA,"Open","Paved road",1,1,"2004","S103",0.3094,0.1448,0.120627987788615,0.134313211040499,0.0825105911454513,0.0843998758936982,2.39794000867204,5.75011628519005,"Paved road","Desert","Squamata","Phrynosoma","Phrynosomatidae",NA,39.811,1.60000308662774
"105","Bautista et al. 2004","2a","2a","2ab1","Birds","b1","Accipiter gentilis","Europe","Spain",-4.13,40.37,10000,"1999-2000",2,47,47,NA,NA,0.0323,0.0151,"birds/day/km2",0.0836,0.0393,"From SE",0.0323,0.0151,0.0836,0.0393,NA,300,NA,NA,1000,NA,"Closed","Paved road",1,0,"Working days","S105",0.0836,0.0393,0.760372486407732,0.759576529876276,0.286654123178499,0.307197403309107,2.47712125471966,6.13612971058392,"Paved road","Mediterranean forest","Accipitriformes","Accipiter","Accipitridae",100,866.04,2.9375379513454
"107","Bautista et al. 2004","2a","2a","2ab2","Birds","b2","Aegypius monachus","Europe","Spain",-4.13,40.37,10000,"1999-2000",2,47,47,NA,NA,0.1464,0.0243,"birds/day/km2",0.2638,0.0459,"From SE",0.1464,0.0243,0.2638,0.0459,NA,300,NA,NA,1000,NA,"Closed","Paved road",1,0,"Working days","S107",0.2638,0.0459,1.79586625118071,1.79245122638551,0.144995534859299,0.150263123535935,2.47712125471966,6.13612971058392,"Paved road","Mediterranean forest","Accipitriformes","Aegypius","Accipitridae",100,9320.55,3.969441540564
"109","Bautista et al. 2004","2a","2a","2ab3","Birds","b3","Aquila adalberti","Europe","Spain",-4.13,40.37,10000,"1999-2000",2,47,47,NA,NA,0.1212,0.0452,"birds/day/km2",0.2458,0.1573,"From SE",0.1212,0.0452,0.2458,0.1573,NA,300,NA,NA,1000,NA,"Closed","Paved road",1,0,"Working days","S109",0.2458,0.1573,0.986344986797029,0.901259691520127,0.345191789745558,0.382220640144851,2.47712125471966,6.13612971058392,"Paved road","Mediterranean forest","Accipitriformes","Aquila","Accipitridae",100,2958.03,3.47100257424789
