Source,Study,ControlSite,ControlID,Group,SpeciesCode,SpeciesName,Continent,Country,Longitude,Latitude,LocationUncertainty,StudyYear,YearsInStudy,InfraN,ControlN,InfraD,ControlD,InfraAbundance_original,ControlAbundance_original,AbundanceUnit,InfraSD_original,ControlSD_original,SDEstimate,InfraA,ControlA,InfraSD,ControlSD,MaxDist,Dist,MinDist,MaxCDist,CDist,MinCDist,Habitat,InfraType,StudyQualityA,StudyQualityB,Note
Barrows et al. 2006,1a,1a,1ar4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2003,1,9,5,6,30,0.21,1.14,individuals/survey,0.1727,0.3486,From SE,0.21,1.14,0.1727,0.3486,NA,25,NA,NA,600,NA,Desert,Paved road,1,1,2003
Barrows et al. 2006,1a,1a,1ar4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2003,1,9,5,6,30,0.31,1.14,individuals/survey,0.2375,0.3486,From SE,0.31,1.14,0.2375,0.3486,NA,50,NA,NA,600,NA,Desert,Paved road,1,1,2003
Barrows et al. 2006,1a,1a,1ar4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2003,1,9,5,6,30,0.83,1.14,individuals/survey,0.4102,0.3486,From SE,0.83,1.14,0.4102,0.3486,NA,100,NA,NA,600,NA,Desert,Paved road,1,1,2003
Barrows et al. 2006,1a,1a,1ar4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2003,1,9,5,6,30,0.81,1.14,individuals/survey,0.4102,0.3486,From SE,0.81,1.14,0.4102,0.3486,NA,150,NA,NA,600,NA,Desert,Paved road,1,1,2003
Barrows et al. 2006,1a,1a,1ar4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2003,1,9,5,6,30,0.61,1.14,individuals/survey,0.367,0.3486,From SE,0.61,1.14,0.367,0.3486,NA,200,NA,NA,600,NA,Desert,Paved road,1,1,2003
Barrows et al. 2006,1a,1a,1ar4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2003,1,9,5,6,30,0.91,1.14,individuals/survey,0.5397,0.3486,From SE,0.91,1.14,0.5397,0.3486,NA,250,NA,NA,600,NA,Desert,Paved road,1,1,2003
Barrows et al. 2006,1a,1a,1ar4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2003,1,5,5,30,30,1.14,1.14,individuals/transect/survey,0.3486,0.3486,From SE,1.14,1.14,0.3486,0.3486,NA,600,NA,NA,600,NA,Desert,Paved road,1,1,2003
Barrows et al. 2006,1b,1b,1br4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2004,1,9,5,6,30,0.02,0.39,individuals/survey,0.0792,0.1448,From SE,0.02,0.39,0.0792,0.1448,10,1,0,NA,600,NA,Desert,Paved road,1,1,2004
Barrows et al. 2006,1b,1b,1br4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2004,1,9,5,6,30,0,0.39,individuals/survey,0,0.1448,From SE,0.0093,0.39,0.0278,0.1448,NA,25,NA,NA,600,NA,Desert,Paved road,1,1,2004
Barrows et al. 2006,1b,1b,1br4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2004,1,9,5,6,30,0.06,0.39,individuals/survey,0.0864,0.1448,From SE,0.06,0.39,0.0864,0.1448,NA,50,NA,NA,600,NA,Desert,Paved road,1,1,2004
Barrows et al. 2006,1b,1b,1br4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2004,1,9,5,6,30,0.31,0.39,individuals/survey,0.2375,0.1448,From SE,0.31,0.39,0.2375,0.1448,NA,100,NA,NA,600,NA,Desert,Paved road,1,1,2004
Barrows et al. 2006,1b,1b,1br4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2004,1,9,5,6,30,0.36,0.39,individuals/survey,0.3382,0.1448,From SE,0.36,0.39,0.3382,0.1448,NA,150,NA,NA,600,NA,Desert,Paved road,1,1,2004
Barrows et al. 2006,1b,1b,1br4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2004,1,9,5,6,30,0.58,0.39,individuals/survey,0.3958,0.1448,From SE,0.58,0.39,0.3958,0.1448,NA,200,NA,NA,600,NA,Desert,Paved road,1,1,2004
Barrows et al. 2006,1b,1b,1br4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2004,1,9,5,6,30,0.44,0.39,individuals/survey,0.3094,0.1448,From SE,0.44,0.39,0.3094,0.1448,NA,250,NA,NA,600,NA,Desert,Paved road,1,1,2004
Barrows et al. 2006,1b,1b,1br4,Reptiles,r4,Phrynosoma mcallii,North-America,USA,-116.33,33.78,5000,2004,1,5,5,30,30,0.39,0.39,individuals/transect/survey,0.1448,0.1448,From SE,0.39,0.39,0.1448,0.1448,NA,600,NA,NA,600,NA,Desert,Paved road,1,1,2004
Bautista et al. 2004,2a,2a,2ab1,Birds,b1,Accipiter gentilis,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0323,0.0151,birds/day/km2,0.0836,0.0393,From SE,0.0323,0.0151,0.0836,0.0393,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab1,Birds,b1,Accipiter gentilis,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0151,0.0151,birds/day/km2,0.0393,0.0393,From SE,0.0151,0.0151,0.0393,0.0393,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab2,Birds,b2,Aegypius monachus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.1464,0.0243,birds/day/km2,0.2638,0.0459,From SE,0.1464,0.0243,0.2638,0.0459,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab2,Birds,b2,Aegypius monachus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0243,0.0243,birds/day/km2,0.0459,0.0459,From SE,0.0243,0.0243,0.0459,0.0459,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab3,Birds,b3,Aquila adalberti,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.1212,0.0452,birds/day/km2,0.2458,0.1573,From SE,0.1212,0.0452,0.2458,0.1573,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab3,Birds,b3,Aquila adalberti,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0452,0.0452,birds/day/km2,0.1573,0.1573,From SE,0.0452,0.0452,0.1573,0.1573,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab4,Birds,b4,Aquila pennata,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0744,0.0125,birds/day/km2,0.2612,0.0326,From SE,0.0744,0.0125,0.2612,0.0326,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab4,Birds,b4,Aquila pennata,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0125,0.0125,birds/day/km2,0.0326,0.0326,From SE,0.0125,0.0125,0.0326,0.0326,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab5,Birds,b5,Buteo buteo,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.6507,0.1821,birds/day/km2,0.6578,0.3036,From SE,0.6507,0.1821,0.6578,0.3036,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab5,Birds,b5,Buteo buteo,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.1821,0.1821,birds/day/km2,0.3036,0.3036,From SE,0.1821,0.1821,0.3036,0.3036,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab6,Birds,b6,Falco tinnunculus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0769,0.0099,birds/day/km2,0.1225,0.0069,From SE,0.0769,0.0099,0.1225,0.0069,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab6,Birds,b6,Falco tinnunculus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0099,0.0099,birds/day/km2,0.0069,0.0069,From SE,0.0099,0.0099,0.0069,0.0069,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab7,Birds,b7,Gyps fulvus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.2583,0.0524,birds/day/km2,0.6715,0.138,From SE,0.2583,0.0524,0.6715,0.138,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab7,Birds,b7,Gyps fulvus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0524,0.0524,birds/day/km2,0.138,0.138,From SE,0.0524,0.0524,0.138,0.138,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab8,Birds,b8,Milvus milvus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0789,0.0316,birds/day/km2,0.1475,0.0688,From SE,0.0789,0.0316,0.1475,0.0688,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2a,2a,2ab8,Birds,b8,Milvus milvus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,47,47,,,0.0316,0.0316,birds/day/km2,0.0688,0.0688,From SE,0.0316,0.0316,0.0688,0.0688,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Working days
Bautista et al. 2004,2b,2b,2bb1,Birds,b1,Accipiter gentilis,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0133,0.0125,birds/day/km2,0.0563,0.0228,From SE,0.0133,0.0125,0.0563,0.0228,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb1,Birds,b1,Accipiter gentilis,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0125,0.0125,birds/day/km2,0.0228,0.0228,From SE,0.0125,0.0125,0.0228,0.0228,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb2,Birds,b2,Aegypius monachus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.031,0.046,birds/day/km2,0.071,0.0852,From SE,0.031,0.046,0.071,0.0852,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb2,Birds,b2,Aegypius monachus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.046,0.046,birds/day/km2,0.0852,0.0852,From SE,0.046,0.046,0.0852,0.0852,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb3,Birds,b3,Aquila adalberti,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0222,0.0423,birds/day/km2,0.0548,0.0609,From SE,0.0222,0.0423,0.0548,0.0609,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb3,Birds,b3,Aquila adalberti,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0423,0.0423,birds/day/km2,0.0609,0.0609,From SE,0.0423,0.0423,0.0609,0.0609,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb4,Birds,b4,Aquila pennata,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0685,0.0232,birds/day/km2,0.2323,0.0556,From SE,0.0685,0.0232,0.2323,0.0556,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb4,Birds,b4,Aquila pennata,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0232,0.0232,birds/day/km2,0.0556,0.0556,From SE,0.0232,0.0232,0.0556,0.0556,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb5,Birds,b5,Buteo buteo,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.7466,0.2225,birds/day/km2,0.6889,0.3288,From SE,0.7466,0.2225,0.6889,0.3288,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb5,Birds,b5,Buteo buteo,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.2225,0.2225,birds/day/km2,0.3288,0.3288,From SE,0.2225,0.2225,0.3288,0.3288,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb6,Birds,b6,Falco tinnunculus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.1105,0.0134,birds/day/km2,0.2242,0.0333,From SE,0.1105,0.0134,0.2242,0.0333,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb6,Birds,b6,Falco tinnunculus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0134,0.0134,birds/day/km2,0.0333,0.0333,From SE,0.0134,0.0134,0.0333,0.0333,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb7,Birds,b7,Gyps fulvus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0278,0.0437,birds/day/km2,0.134188664018316,0.0976,From SE,0.0278,0.0437,0.134188664018316,0.0976,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb7,Birds,b7,Gyps fulvus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0437,0.0437,birds/day/km2,0.0976,0.0976,From SE,0.0437,0.0437,0.0976,0.0976,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb9,Birds,b9,Milvus migrans,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.1807,0.0688,birds/day/km2,0.3742,0.1552,From SE,0.1807,0.0688,0.3742,0.1552,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb9,Birds,b9,Milvus migrans,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0688,0.0688,birds/day/km2,0.1552,0.1552,From SE,0.0688,0.0688,0.1552,0.1552,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb8,Birds,b8,Milvus milvus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.1033,0.0316,birds/day/km2,0.2251,0.0365,From SE,0.1033,0.0316,0.2251,0.0365,NA,300,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Bautista et al. 2004,2b,2b,2bb8,Birds,b8,Milvus milvus,Europe,Spain,-4.13,40.37,10000,1999-2000,2,18,18,,,0.0316,0.0316,birds/day/km2,0.0365,0.0365,From SE,0.0316,0.0316,0.0365,0.0365,NA,1000,NA,NA,1000,NA,Mediterranean forest,Paved road,1,0,Weekend days
Clark & Karr 1979,4a,4a,4ab10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,61,61,1,1,200,0,Individuals/100ha,NA,NA,NA,200,0.0082,NA,0.064,100,50,0,500,450,400,Agricultural,Highway,1,0,Early
Clark & Karr 1979,4a,4a,4ab10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,61,61,1,1,85,0,Individuals/100ha,NA,NA,NA,85,0.0082,NA,0.064,200,150,100,500,450,400,Agricultural,Highway,1,0,Early
Clark & Karr 1979,4a,4a,4ab10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,61,61,1,1,0,0,Individuals/100ha,NA,NA,NA,0.0082,0.0082,0.064,0.064,300,250,200,500,450,400,Agricultural,Highway,1,0,Early
Clark & Karr 1979,4a,4a,4ab10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,61,61,1,1,15,0,Individuals/100ha,NA,NA,NA,15,0.0082,NA,0.064,400,350,300,500,450,400,Agricultural,Highway,1,0,Early
Clark & Karr 1979,4a,4a,4ab10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,61,61,1,1,0,0,Individuals/100ha,NA,NA,NA,0.0082,0.0082,0.064,0.064,500,450,400,500,450,400,Agricultural,Highway,1,0,Early
Clark & Karr 1979,4a,4a,4ab11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,61,61,1,1,15,15,Individuals/100ha,NA,NA,NA,15,15,NA,NA,100,50,0,500,450,400,Agricultural,Highway,1,0,Early
Clark & Karr 1979,4a,4a,4ab11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,61,61,1,1,23,15,Individuals/100ha,NA,NA,NA,23,15,NA,NA,200,150,100,500,450,400,Agricultural,Highway,1,0,Early
Clark & Karr 1979,4a,4a,4ab11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,61,61,1,1,23,15,Individuals/100ha,NA,NA,NA,23,15,NA,NA,300,250,200,500,450,400,Agricultural,Highway,1,0,Early
Clark & Karr 1979,4a,4a,4ab11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,61,61,1,1,17,15,Individuals/100ha,NA,NA,NA,17,15,NA,NA,400,350,300,500,450,400,Agricultural,Highway,1,0,Early
Clark & Karr 1979,4a,4a,4ab11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,61,61,1,1,15,15,Individuals/100ha,NA,NA,NA,15,15,NA,NA,500,450,400,500,450,400,Agricultural,Highway,1,0,Early
Clark & Karr 1979,4b,4b,4bb10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,8,8,1,1,35,0,Individuals/100ha,NA,NA,NA,35,0.0625,NA,0.1768,100,50,0,500,450,400,Agricultural,Highway,1,0,Late
Clark & Karr 1979,4b,4b,4bb10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,8,8,1,1,0,0,Individuals/100ha,NA,NA,NA,0.0625,0.0625,0.1768,0.1768,200,150,100,500,450,400,Agricultural,Highway,1,0,Late
Clark & Karr 1979,4b,4b,4bb10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,8,8,1,1,0,0,Individuals/100ha,NA,NA,NA,0.0625,0.0625,0.1768,0.1768,300,250,200,500,450,400,Agricultural,Highway,1,0,Late
Clark & Karr 1979,4b,4b,4bb10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,8,8,1,1,15,0,Individuals/100ha,NA,NA,NA,15,0.0625,NA,0.1768,400,350,300,500,450,400,Agricultural,Highway,1,0,Late
Clark & Karr 1979,4b,4b,4bb10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,8,8,1,1,0,0,Individuals/100ha,NA,NA,NA,0.0625,0.0625,0.1768,0.1768,500,450,400,500,450,400,Agricultural,Highway,1,0,Late
Clark & Karr 1979,4b,4b,4bb11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,8,8,1,1,21,60,Individuals/100ha,NA,NA,NA,21,60,NA,NA,100,50,0,500,450,400,Agricultural,Highway,1,0,Late
Clark & Karr 1979,4b,4b,4bb11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,8,8,1,1,33,60,Individuals/100ha,NA,NA,NA,33,60,NA,NA,200,150,100,500,450,400,Agricultural,Highway,1,0,Late
Clark & Karr 1979,4b,4b,4bb11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,8,8,1,1,48,60,Individuals/100ha,NA,NA,NA,48,60,NA,NA,300,250,200,500,450,400,Agricultural,Highway,1,0,Late
Clark & Karr 1979,4b,4b,4bb11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,8,8,1,1,46,60,Individuals/100ha,NA,NA,NA,46,60,NA,NA,400,350,300,500,450,400,Agricultural,Highway,1,0,Late
Clark & Karr 1979,4b,4b,4bb11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,8,8,1,1,60,60,Individuals/100ha,NA,NA,NA,60,60,NA,NA,500,450,400,500,450,400,Agricultural,Highway,1,0,Late
Clark & Karr 1979,4c,4c,4cb10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,62,62,1,1,22,12,Individuals/100ha,NA,NA,NA,22,12,NA,NA,100,50,0,500,450,400,Agricultural,County road,1,0,Early
Clark & Karr 1979,4c,4c,4cb10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,62,62,1,1,25,12,Individuals/100ha,NA,NA,NA,25,12,NA,NA,200,150,100,500,450,400,Agricultural,County road,1,0,Early
Clark & Karr 1979,4c,4c,4cb10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,62,62,1,1,0,12,Individuals/100ha,NA,NA,NA,0.0081,12,0.0635,NA,300,250,200,500,450,400,Agricultural,County road,1,0,Early
Clark & Karr 1979,4c,4c,4cb10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,62,62,1,1,0,12,Individuals/100ha,NA,NA,NA,0.0081,12,0.0635,NA,400,350,300,500,450,400,Agricultural,County road,1,0,Early
Clark & Karr 1979,4c,4c,4cb10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,62,62,1,1,12,12,Individuals/100ha,NA,NA,NA,12,12,NA,NA,500,450,400,500,450,400,Agricultural,County road,1,0,Early
Clark & Karr 1979,4c,4c,4cb11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,62,62,1,1,57,140,Individuals/100ha,NA,NA,NA,57,140,NA,NA,100,50,0,500,450,400,Agricultural,County road,1,0,Early
Clark & Karr 1979,4c,4c,4cb11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,62,62,1,1,61,140,Individuals/100ha,NA,NA,NA,61,140,NA,NA,200,150,100,500,450,400,Agricultural,County road,1,0,Early
Clark & Karr 1979,4c,4c,4cb11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,62,62,1,1,150,140,Individuals/100ha,NA,NA,NA,150,140,NA,NA,300,250,200,500,450,400,Agricultural,County road,1,0,Early
Clark & Karr 1979,4c,4c,4cb11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,62,62,1,1,145,140,Individuals/100ha,NA,NA,NA,145,140,NA,NA,400,350,300,500,450,400,Agricultural,County road,1,0,Early
Clark & Karr 1979,4c,4c,4cb11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,62,62,1,1,140,140,Individuals/100ha,NA,NA,NA,140,140,NA,NA,500,450,400,500,450,400,Agricultural,County road,1,0,Early
Clark & Karr 1979,4d,4d,4db10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,24,24,1,1,0,0,Individuals/100ha,NA,NA,NA,0.0208,0.0208,0.1021,0.1021,100,50,0,500,450,400,Agricultural,County road,1,0,Late
Clark & Karr 1979,4d,4d,4db10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,24,24,1,1,10,0,Individuals/100ha,NA,NA,NA,10,0.0208,NA,0.1021,200,150,100,500,450,400,Agricultural,County road,1,0,Late
Clark & Karr 1979,4d,4d,4db10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,24,24,1,1,5,0,Individuals/100ha,NA,NA,NA,5,0.0208,NA,0.1021,300,250,200,500,450,400,Agricultural,County road,1,0,Late
Clark & Karr 1979,4d,4d,4db10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,24,24,1,1,0,0,Individuals/100ha,NA,NA,NA,0.0208,0.0208,0.1021,0.1021,400,350,300,500,450,400,Agricultural,County road,1,0,Late
Clark & Karr 1979,4d,4d,4db10,Birds,b10,Agelaius phoeniceus,North-America,USA,-89.7,40.3,50000,1976,1,24,24,1,1,0,0,Individuals/100ha,NA,NA,NA,0.0208,0.0208,0.1021,0.1021,500,450,400,500,450,400,Agricultural,County road,1,0,Late
Clark & Karr 1979,4d,4d,4db11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,24,24,1,1,15,82,Individuals/100ha,NA,NA,NA,15,82,NA,NA,100,50,0,500,450,400,Agricultural,County road,1,0,Late
Clark & Karr 1979,4d,4d,4db11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,24,24,1,1,10,82,Individuals/100ha,NA,NA,NA,10,82,NA,NA,200,150,100,500,450,400,Agricultural,County road,1,0,Late
Clark & Karr 1979,4d,4d,4db11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,24,24,1,1,5,82,Individuals/100ha,NA,NA,NA,5,82,NA,NA,300,250,200,500,450,400,Agricultural,County road,1,0,Late
Clark & Karr 1979,4d,4d,4db11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,24,24,1,1,42,82,Individuals/100ha,NA,NA,NA,42,82,NA,NA,400,350,300,500,450,400,Agricultural,County road,1,0,Late
Clark & Karr 1979,4d,4d,4db11,Birds,b11,Eremophila alpestris,North-America,USA,-89.7,40.3,50000,1976,1,24,24,1,1,82,82,individuals/100ha,NA,NA,NA,82,82,NA,NA,500,450,400,500,450,400,Agricultural,County road,1,0,Late
Delgado et al. 2004,5,5,5b17,Birds,b17,Columba bollii,Europe,Spain,-16.61,28.27,50000,NA,NA,339,216,3,3,0.3,0.7,Individuals/0.5ha,0.8,1.2,From study,0.3,0.7,0.8,1.2,NA,10,NA,NA,50,NA,Tropical forest,Road,1,0,NA
Delgado et al. 2004,5,5,5b14,Birds,b14,Cyanistes caeruleus,Europe,Spain,-16.61,28.27,50000,NA,NA,339,216,3,3,0.42,0.41,Individuals/0.5ha,0.7,0.7,From study,0.42,0.41,0.7,0.7,NA,10,NA,NA,50,NA,Tropical forest,Road,1,0,NA
Delgado et al. 2004,5,5,5b13,Birds,b13,Erithacus rubecula,Europe,Spain,-16.61,28.27,50000,NA,NA,339,216,3,3,0.44,0.4,Individuals/0.5ha,0.6,0.7,From study,0.44,0.4,0.6,0.7,NA,10,NA,NA,50,NA,Tropical forest,Road,1,0,NA
